Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
CANY-1003,Canyonlands National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Uncommon,Breeder,,
CANY-1004,Canyonlands National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CANY-1005,Canyonlands National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Uncommon,Breeder,,
CANY-1006,Canyonlands National Park,Mammal,Carnivora,Canidae,Vulpes macrotis,Kit Fox,Approved,Not Confirmed,Native,,,,
CANY-1007,Canyonlands National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Not Confirmed,Native,,,,
CANY-1008,Canyonlands National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Rare,Breeder,,
CANY-1009,Canyonlands National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Present,Native,Rare,Breeder,,
CANY-1010,Canyonlands National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Rare,Breeder,,
CANY-1011,Canyonlands National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Present,Native,Rare,Breeder,,
CANY-1012,Canyonlands National Park,Mammal,Carnivora,Mustelidae,Lontra canadensis,Northern River Otter,Approved,Present,Native,Unknown,,,
CANY-1013,Canyonlands National Park,Mammal,Carnivora,Mustelidae,Mustela erminea,Ermine,Approved,Not Confirmed,Native,,,,
CANY-1014,Canyonlands National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Not Confirmed,Native,,,,
CANY-1015,Canyonlands National Park,Mammal,Carnivora,Mustelidae,Mustela vison,American Mink,Approved,Not Confirmed,Native,,,,
CANY-1016,Canyonlands National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CANY-1017,Canyonlands National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Rare,Breeder,Species of Concern,
CANY-1018,Canyonlands National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Northern Raccoon,Approved,Not Confirmed,Native,,,,
CANY-1019,Canyonlands National Park,Mammal,Carnivora,Ursidae,Ursus americanus,American Black Bear,Approved,Present,Native,Rare,,,
CANY-1020,Canyonlands National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Uncommon,Resident,Species of Concern,
CANY-1021,Canyonlands National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Brazilian Free-Tailed Bat,Approved,Present,Native,Rare,,,
CANY-1022,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Abundant,Resident,Species of Concern,
CANY-1023,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Uncommon,Resident,,
CANY-1024,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Common,Resident,Species of Concern,
CANY-1025,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Present,Native,Uncommon,Resident,Species of Concern,
CANY-1026,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Idionycteris phyllotis,Allen's Big-Eared Bat,Approved,Present,Native,Common,Resident,Species of Concern,
CANY-1027,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Uncommon,Resident,Species of Concern,
CANY-1028,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Uncommon,Resident,,
CANY-1029,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Abundant,Resident,Species of Concern,
CANY-1030,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,Western Small-Footed Myotis,Approved,Not Confirmed,Native,,,,
CANY-1031,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Uncommon,Resident,Species of Concern,
CANY-1032,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Myotis,Approved,Not Confirmed,Native,,,Species of Concern,
CANY-1033,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Common,Resident,Species of Concern,
CANY-1034,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Uncommon,Resident,Species of Concern,
CANY-1035,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Uncommon,Resident,Species of Concern,
CANY-1036,Canyonlands National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Abundant,Resident,Species of Concern,
CANY-1037,Canyonlands National Park,Mammal,Lagomorpha,Leporidae,Lepus californicus,Black-Tailed Jackrabbit,Approved,Present,Native,Common,Breeder,,
CANY-1038,Canyonlands National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,Desert Cottontail,Approved,Present,Native,Common,Breeder,,
CANY-1039,Canyonlands National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus nuttallii,Mountain Cottontail,Approved,Not Confirmed,Native,,,,
CANY-1040,Canyonlands National Park,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver,Approved,Present,Native,Uncommon,Breeder,,
CANY-1041,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Microtus longicaudus,Long-Tailed Vole,Approved,Not Confirmed,Native,,,,
CANY-1042,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Microtus montanus,Montane Vole,Approved,Not Confirmed,Native,,,,
CANY-1043,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Neotoma albigula,Western White-Throated Woodrat,Approved,Present,Native,Rare,Breeder,,
CANY-1044,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Neotoma cinerea,Bushy-Tailed Woodrat,Approved,Present,Native,Uncommon,Breeder,,
CANY-1045,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Neotoma lepida,Desert Woodrat,Approved,Present,Native,Common,Breeder,,
CANY-1046,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Neotoma mexicana,Mexican Woodrat,Approved,Present,Native,Uncommon,Breeder,,
CANY-1047,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Common Muskrat,Approved,Present,Native,Unknown,,,
CANY-1048,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Onychomys leucogaster,Northern Grasshopper Mouse,Approved,Present,Native,Uncommon,Breeder,,
CANY-1049,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,Brush Mouse,Approved,Present,Native,Uncommon,Breeder,,
CANY-1050,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Peromyscus crinitus,Canyon Mouse,Approved,Present,Native,Common,Breeder,,
CANY-1051,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Common,Breeder,,
CANY-1052,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pinon Mouse,Approved,Present,Native,Common,Breeder,,
CANY-1053,Canyonlands National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Uncommon,Breeder,,
CANY-1054,Canyonlands National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,North American Porcupine,Approved,Not Confirmed,Native,,,,
CANY-1055,Canyonlands National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Uncommon,Breeder,,
CANY-1056,Canyonlands National Park,Mammal,Rodentia,Geomyidae,Thomomys talpoides,Northern Pocket Gopher,Approved,Not Confirmed,Native,,,,
CANY-1057,Canyonlands National Park,Mammal,Rodentia,Heteromyidae,Dipodomys ordii,Ord's Kangaroo Rat,Approved,Present,Native,Uncommon,Breeder,,
CANY-1058,Canyonlands National Park,Mammal,Rodentia,Heteromyidae,Perognathus flavescens,Plains Pocket Mouse,Approved,Present,Native,Uncommon,Breeder,,
CANY-1059,Canyonlands National Park,Mammal,Rodentia,Heteromyidae,Perognathus flavus,Silky Pocket Mouse,Approved,Not Confirmed,Native,,,,
CANY-1060,Canyonlands National Park,Mammal,Rodentia,Heteromyidae,Perognathus parvus,Great Basin Pocket Mouse,Approved,Present,Native,Uncommon,Breeder,,
CANY-1061,Canyonlands National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Not Confirmed,Not Native,,,,
CANY-1062,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus leucurus,White-Tailed Antelope Squirrel,Approved,Present,Native,Common,Breeder,,
CANY-1063,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Cynomys gunnisoni,Gunnison's Prairie Dog,Approved,Not Present (Historical Report),Native,,,,
CANY-1064,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Cynomys leucurus,White-Tailed Prairie Dog,Approved,Not Confirmed,Native,,,,
CANY-1065,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Neotamias minimus,Least Chipmunk,Approved,Not Confirmed,Native,,,,
CANY-1066,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Neotamias rufus,Hopi Chipmunk,Approved,Present,Native,Common,Breeder,,
CANY-1067,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Sciurus aberti,Abert's Squirrel,Approved,Not Confirmed,Native,,,,
CANY-1068,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Spermophilus spilosoma,Spotted Ground Squirrel,Approved,Not Confirmed,Native,,,,
CANY-1069,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Present,Native,Common,Breeder,,
CANY-1070,Canyonlands National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Approved,Not Confirmed,Native,,,,
CANY-1071,Canyonlands National Park,Mammal,Soricomorpha,Soricidae,Notiosorex crawfordi,Crawford's Desert Shrew,Approved,Not Confirmed,Native,,,,
CANY-1072,Canyonlands National Park,Mammal,Soricomorpha,Soricidae,Sorex merriami,Merriam's Shrew,Approved,Not Confirmed,Native,,,,
CANY-1073,Canyonlands National Park,Mammal,Soricomorpha,Soricidae,Sorex monticolus,Montane Shrew,Approved,Not Confirmed,Native,,,,
CANY-1074,Canyonlands National Park,Mammal,Soricomorpha,Soricidae,Sorex nanus,Dwarf Shrew,Approved,Not Confirmed,Native,,,,
CANY-1075,Canyonlands National Park,Mammal,Soricomorpha,Soricidae,Sorex palustris,American Water Shrew,Approved,Not Confirmed,Native,,,,
CARE-1000,Capitol Reef National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn,Approved,Present,Native,Unknown,,,
CARE-1001,Capitol Reef National Park,Mammal,Artiodactyla,Bovidae,Bos bison,American Bison,Approved,Present,Native,Rare,,,
CARE-1002,Capitol Reef National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1003,Capitol Reef National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis,Elk,Approved,Present,Native,Rare,Migratory,,
CARE-1004,Capitol Reef National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Uncommon,Breeder,,
CARE-1005,Capitol Reef National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1006,Capitol Reef National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Common,Breeder,,
CARE-1007,Capitol Reef National Park,Mammal,Carnivora,Canidae,Vulpes macrotis,Kit Fox,Approved,Not Confirmed,Native,,,,
CARE-1008,Capitol Reef National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Native,Uncommon,,,
CARE-1009,Capitol Reef National Park,Mammal,Carnivora,Felidae,Lynx canadensis,Lynx,Approved,Present,Unknown,Unknown,,,
CARE-1010,Capitol Reef National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Rare,Breeder,,
CARE-1011,Capitol Reef National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Present,Native,Rare,Breeder,,
CARE-1012,Capitol Reef National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Rare,Breeder,,
CARE-1013,Capitol Reef National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Present,Native,Unknown,Breeder,,
CARE-1014,Capitol Reef National Park,Mammal,Carnivora,Mustelidae,Mustela erminea,Ermine,Approved,Not Confirmed,Native,,,,
CARE-1015,Capitol Reef National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Present,Native,Unknown,Breeder,,
CARE-1016,Capitol Reef National Park,Mammal,Carnivora,Mustelidae,Mustela vison,American Mink,Approved,Not Confirmed,Native,,,,
CARE-1017,Capitol Reef National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1018,Capitol Reef National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,Breeder,Species of Concern,
CARE-1019,Capitol Reef National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Northern Raccoon,Approved,Present,Native,Uncommon,Breeder,,
CARE-1020,Capitol Reef National Park,Mammal,Carnivora,Ursidae,Ursus americanus,American Black Bear,Approved,Present,Native,Occasional,,,
CARE-1021,Capitol Reef National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1022,Capitol Reef National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Brazilian Free-Tailed Bat,Approved,Present,Native,Uncommon,Breeder,,
CARE-1023,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1024,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Uncommon,Breeder,,
CARE-1025,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1026,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1027,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Idionycteris phyllotis,Allen's Big-Eared Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1028,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Uncommon,Migratory,Species of Concern,
CARE-1029,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Uncommon,Migratory,,
CARE-1030,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1031,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,Western Small-Footed Myotis,Approved,Present,Native,Uncommon,Breeder,,
CARE-1032,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1033,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Myotis,Approved,Not Confirmed,Native,,,Species of Concern,
CARE-1034,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1035,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1036,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CARE-1037,Capitol Reef National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Common,Breeder,Species of Concern,
CARE-1038,Capitol Reef National Park,Mammal,Lagomorpha,Leporidae,Lepus americanus,Snowshoe Hare,Approved,Not Confirmed,Native,,,,
CARE-1039,Capitol Reef National Park,Mammal,Lagomorpha,Leporidae,Lepus californicus,Black-Tailed Jackrabbit,Approved,Present,Native,Common,Breeder,,
CARE-1040,Capitol Reef National Park,Mammal,Lagomorpha,Leporidae,Lepus townsendii,White-Tailed Jackrabbit,Approved,Not Confirmed,Native,,,,
CARE-1041,Capitol Reef National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,Desert Cottontail,Approved,Present,Native,Common,Breeder,,
CARE-1042,Capitol Reef National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus nuttallii,Mountain Cottontail,Approved,Not Confirmed,Native,,,,
CARE-1043,Capitol Reef National Park,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver,Approved,Present,Native,Rare,Breeder,,
CARE-1044,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Microtus longicaudus,Long-Tailed Vole,Approved,Present,Native,Unknown,Breeder,,
CARE-1045,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Microtus montanus,Montane Vole,Approved,Present,Native,Unknown,Breeder,,
CARE-1046,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Neotoma cinerea,Bushy-Tailed Woodrat,Approved,Present,Native,Rare,Breeder,,
CARE-1047,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Neotoma lepida,Desert Woodrat,Approved,Present,Native,Uncommon,Breeder,,
CARE-1048,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Common Muskrat,Approved,Present,Native,Unknown,Breeder,,
CARE-1049,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Onychomys leucogaster,Northern Grasshopper Mouse,Approved,Present,Native,Uncommon,Breeder,,
CARE-1050,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,Brush Mouse,Approved,Present,Native,Uncommon,Breeder,,
CARE-1051,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Peromyscus crinitus,Canyon Mouse,Approved,Present,Native,Common,Breeder,,
CARE-1052,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Uncommon,Breeder,,
CARE-1053,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pinon Mouse,Approved,Present,Native,Uncommon,Breeder,,
CARE-1054,Capitol Reef National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Uncommon,Breeder,,
CARE-1055,Capitol Reef National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,North American Porcupine,Approved,Present,Native,Rare,Breeder,,
CARE-1056,Capitol Reef National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Not Confirmed,Native,,,,
CARE-1057,Capitol Reef National Park,Mammal,Rodentia,Heteromyidae,Dipodomys ordii,Ord's Kangaroo Rat,Approved,Present,Native,Uncommon,Breeder,,
CARE-1058,Capitol Reef National Park,Mammal,Rodentia,Heteromyidae,Perognathus parvus,Great Basin Pocket Mouse,Approved,Present,Native,Uncommon,Breeder,,
CARE-1059,Capitol Reef National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Not Confirmed,Not Native,,,,
CARE-1060,Capitol Reef National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus leucurus,White-Tailed Antelope Squirrel,Approved,Present,Native,Uncommon,Breeder,,
CARE-1061,Capitol Reef National Park,Mammal,Rodentia,Sciuridae,Glaucomys sabrinus,Northern Flying Squirrel,Approved,Not Confirmed,Native,,,,
CARE-1062,Capitol Reef National Park,Mammal,Rodentia,Sciuridae,Marmota flaviventris,Yellow-Bellied Marmot,Approved,Present,Native,Common,Breeder,,
CARE-1063,Capitol Reef National Park,Mammal,Rodentia,Sciuridae,Neotamias dorsalis,Cliff Chipmunk,Approved,Present,Native,Uncommon,Breeder,,
CARE-1064,Capitol Reef National Park,Mammal,Rodentia,Sciuridae,Neotamias rufus,Hopi Chipmunk,Approved,Present,Native,Uncommon,Breeder,,
CARE-1065,Capitol Reef National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Present,Native,Uncommon,Breeder,,
CARE-1066,Capitol Reef National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Approved,Not Confirmed,Native,,,,
CARE-1067,Capitol Reef National Park,Mammal,Soricomorpha,Soricidae,Notiosorex crawfordi,Crawford's Desert Shrew,Approved,Present,Native,Unknown,Breeder,,
CARE-1068,Capitol Reef National Park,Mammal,Soricomorpha,Soricidae,Sorex cinereus,Masked Shrew,Approved,Not Confirmed,Native,,,,
CARE-1069,Capitol Reef National Park,Mammal,Soricomorpha,Soricidae,Sorex merriami,Merriam's Shrew,Approved,Not Confirmed,Native,,,,
CARE-1070,Capitol Reef National Park,Mammal,Soricomorpha,Soricidae,Sorex monticolus,Montane Shrew,Approved,Not Confirmed,Native,,,,
CARE-1071,Capitol Reef National Park,Mammal,Soricomorpha,Soricidae,Sorex nanus,Dwarf Shrew,Approved,Not Confirmed,Native,,,,
CARE-1072,Capitol Reef National Park,Mammal,Soricomorpha,Soricidae,Sorex palustris,American Water Shrew,Approved,Present,Native,Unknown,Breeder,,
CAVE-1000,Carlsbad Caverns National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis merriami,Merriam's Elk,Approved,Not Present (Historical Report),Native,,,,
CAVE-1001,Carlsbad Caverns National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn,Approved,Present,Native,Unknown,Resident,,
CAVE-1002,Carlsbad Caverns National Park,Mammal,Artiodactyla,Bovidae,Ammotragus lervia,"Aoudad, Barbary Sheep",Approved,Present,Not Native,Unknown,Resident,,
CAVE-1003,Carlsbad Caverns National Park,Mammal,Artiodactyla,Bovidae,Bos bison,American Bison,Approved,Not Confirmed,Native,,,,
CAVE-1004,Carlsbad Caverns National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Not Present (Historical Report),Native,,,Species of Concern,
CAVE-1005,Carlsbad Caverns National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis,Rocky Mountain Elk,Approved,Present,Not Native,Unknown,Resident,,
CAVE-1006,Carlsbad Caverns National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Unknown,Resident,,
CAVE-1007,Carlsbad Caverns National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer,Approved,Not Confirmed,Native,,,,
CAVE-1008,Carlsbad Caverns National Park,Mammal,Artiodactyla,Tayassuidae,Pecari tajacu,"Collared Peccary, Javelina",Approved,Present,Native,Unknown,Resident,,
CAVE-1009,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1010,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Canis lupus,Gray Wolf,Approved,Not Confirmed,Native,,,,
CAVE-1011,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Unknown,Resident,,
CAVE-1012,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Vulpes macrotis,Kit Fox,Approved,Present,Native,Unknown,Resident,,
CAVE-1013,Carlsbad Caverns National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Unknown,Resident,,
CAVE-1014,Carlsbad Caverns National Park,Mammal,Carnivora,Felidae,Panthera onca,Jaguar,Approved,Not Confirmed,Native,,,Endangered,
CAVE-1015,Carlsbad Caverns National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Present,Native,Unknown,Resident,,
CAVE-1016,Carlsbad Caverns National Park,Mammal,Carnivora,Mephitidae,Conepatus leuconotus,White-Backed Hog-Nosed Skunk,Approved,Present,Native,Unknown,Resident,,
CAVE-1017,Carlsbad Caverns National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Unknown,Resident,,
CAVE-1018,Carlsbad Caverns National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Present,Native,Unknown,Resident,,
CAVE-1019,Carlsbad Caverns National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Present,Native,Unknown,Resident,,
CAVE-1020,Carlsbad Caverns National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1021,Carlsbad Caverns National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1022,Carlsbad Caverns National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Northern Raccoon,Approved,Present,Native,Unknown,Resident,,
CAVE-1023,Carlsbad Caverns National Park,Mammal,Carnivora,Ursidae,Ursus americanus,American Black Bear,Approved,Present,Native,Unknown,Resident,,
CAVE-1024,Carlsbad Caverns National Park,Mammal,Carnivora,Ursidae,Ursus arctos,Grizzly Bear,Approved,Not Present (Historical Report),Unknown,,,,
CAVE-1025,Carlsbad Caverns National Park,Mammal,Chiroptera,Molossidae,Nyctinomops femorosaccus,Pocketed Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1026,Carlsbad Caverns National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1027,Carlsbad Caverns National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Brazilian Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,,
CAVE-1028,Carlsbad Caverns National Park,Mammal,Chiroptera,Phyllostomidae,Leptonycteris nivalis,Mexican Long-Nosed Bat,Approved,Not Confirmed,Unknown,,,Endangered,
CAVE-1029,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
