Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
SAGU-1075,Saguaro National Park,Mammal,Rodentia,Cricetidae,Sigmodon hispidus,Hispid Cotton Rat,Approved,Not Confirmed,Unknown,,,,
SAGU-1076,Saguaro National Park,Mammal,Rodentia,Cricetidae,Sigmodon ochrognathus,Yellow-Nosed Cotton Rat,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1077,Saguaro National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,"Common Porcupine, Porcupine",Approved,Not Confirmed,Native,,,,
SAGU-1078,Saguaro National Park,Mammal,Rodentia,Geomyidae,Thomomys,Unknown Pocket Gopher,In Review,,,,,,
SAGU-1079,Saguaro National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Unknown,,,
SAGU-1080,Saguaro National Park,Mammal,Rodentia,Geomyidae,Thomomys bulbivorus,Pocket Gopher,Approved,Not Confirmed,Native,,,,
SAGU-1081,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus,Pocket Mouse Species,In Review,,,,,,
SAGU-1082,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus baileyi,Bailey's Pocket Mouse,Approved,Present,Native,Unknown,,,
SAGU-1083,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus hispidus,Hispid Pocket Mouse,Approved,Not Confirmed,Unknown,,,,
SAGU-1084,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus intermedius,Rock Pocket Mouse,Approved,Present,Native,Unknown,,,
SAGU-1085,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus penicillatus,Sonoran Desert Pocket Mouse,Approved,Present,Native,Unknown,,,
SAGU-1086,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Dipodomys,"Kangaroo Rats, Unknown Kangaroo Rat",In Review,,,,,,
SAGU-1087,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Dipodomys merriami,Merriam's Kangaroo Rat,Approved,Present,Native,Unknown,,,
SAGU-1088,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Dipodomys ordii,Ord's Kangaroo Rat,Approved,Not Confirmed,Unknown,,,,
SAGU-1089,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Dipodomys spectabilis,Banner-Tailed Kangaroo Rat,Approved,Not Confirmed,Unknown,,,,
SAGU-1090,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Perognathus,Silky Pocket Mouse,In Review,,,,,,
SAGU-1091,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Perognathus amplus,Arizona Pocket Mouse,Approved,Present,Native,Unknown,,,
SAGU-1092,Saguaro National Park,Mammal,Rodentia,Heteromyidae,Perognathus flavus,Silky Pocket Mouse,Approved,Not Confirmed,Unknown,,,,
SAGU-1093,Saguaro National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus harrisii,"Harris Antelope Squirrel, Harris' Antelope Squirrel",Approved,Present,Native,Unknown,,,
SAGU-1094,Saguaro National Park,Mammal,Rodentia,Sciuridae,Sciurus aberti,Abert's Squirrel,Approved,Present,Native,Unknown,,,
SAGU-1095,Saguaro National Park,Mammal,Rodentia,Sciuridae,Sciurus arizonensis,Arizona Gray Squirrel,Approved,Present,Native,Unknown,,,
SAGU-1096,Saguaro National Park,Mammal,Rodentia,Sciuridae,Spermophilus,Unknown Squirrel,In Review,,,,,,
SAGU-1097,Saguaro National Park,Mammal,Rodentia,Sciuridae,Spermophilus tereticaudus,Round-Tailed Ground Squirrel,Approved,Present,Native,Unknown,,,
SAGU-1098,Saguaro National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Present,Native,Unknown,,,
SAGU-1099,Saguaro National Park,Mammal,Rodentia,Sciuridae,Tamias dorsalis,Cliff Chipmunk,Approved,Present,Native,Unknown,,,
SAGU-1100,Saguaro National Park,Mammal,Soricomorpha,Soricidae,Notiosorex,Unknown Desert Shrew,In Review,,,,,,
SAGU-1101,Saguaro National Park,Mammal,Soricomorpha,Soricidae,Notiosorex crawfordi,"Crawford's Gray Shrew, Desert Shrew, Gray Shrew",Approved,Present,Native,Unknown,,,
SEKI-1000,Sequoia and Kings Canyon National Parks,Mammal,Artiodactyla,Bovidae,Bos taurus,Domestic Cow,Approved,Present,Not Native,Rare,Vagrant,,
SEKI-1001,Sequoia and Kings Canyon National Parks,Mammal,Artiodactyla,Bovidae,Capra hircus,Domestic Goat,Approved,Not Present (Historical Report),Not Native,,,,
SEKI-1002,Sequoia and Kings Canyon National Parks,Mammal,Artiodactyla,Bovidae,Ovis canadensis,"Bighorn Sheep, Bighorn Sheep",Approved,Present,Native,Rare,Breeder,Species of Concern,
SEKI-1003,Sequoia and Kings Canyon National Parks,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,"Mule Deer, Mule Deer",Approved,Present,Native,Common,Breeder,,
SEKI-1004,Sequoia and Kings Canyon National Parks,Mammal,Artiodactyla,Suidae,Sus scrofa,Domestic Pig,Approved,Present,Not Native,Rare,,,
SEKI-1005,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1006,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Canidae,Canis lupus,"Gray Wolf, Wolf",Approved,Not Present (False Report),Unknown,,,Endangered,
SEKI-1007,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1008,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Not Confirmed,Native,,,,
SEKI-1009,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Felidae,Felis silvestris,Domestic Cat,Approved,Not Confirmed,Not Native,,,,
SEKI-1010,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1011,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Felidae,Puma concolor,"Cougar, Mountain Lion, Puma",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1012,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Rare,Breeder,,
SEKI-1013,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mephitidae,Spilogale putorius,"Eastern Spotted Skunk, Spotted Skunk",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1014,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mustelidae,Gulo gulo,Wolverine,Approved,Not Confirmed,Native,,Breeder,,
SEKI-1015,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mustelidae,Lontra canadensis,"Common Otter, North American River Otter, Northern River Otter, River Otter",Approved,Not Confirmed,Native,,,,
SEKI-1016,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mustelidae,Martes americana,"American Marten, Marten",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1017,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mustelidae,Martes pennanti,Fisher,Approved,Present,Native,Rare,Breeder,Proposed Threatened,
SEKI-1018,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mustelidae,Mustela erminea,Ermine,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1019,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1020,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mustelidae,Mustela vison,"American Mink, Mink",Approved,Not Confirmed,Native,,,,
SEKI-1021,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Mustelidae,Taxidea taxus,"American Badger, Badger",Approved,Present,Native,Rare,Breeder,Species of Concern,
SEKI-1022,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1023,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Procyonidae,Procyon lotor,"Common Raccoon, Northern Raccoon, Raccoon",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1024,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Ursidae,Ursus americanus,"American Black Bear, Black Bear",Approved,Present,Native,Common,Breeder,,
SEKI-1025,Sequoia and Kings Canyon National Parks,Mammal,Carnivora,Ursidae,Ursus arctos,"Brown Bear, Grizzly Bear",Approved,Not Present (Historical Report),Native,,,,
SEKI-1026,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Molossidae,Eumops perotis,Western Mastiff Bat,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1027,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,"Brazilian Free-Tailed Bat, Brazilian Free-Tailed Bat, Mexican Free-Tailed Bat",Approved,Present,Native,Abundant,Breeder,,
SEKI-1028,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,"Pallid Bat, Pallid Bat",Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1029,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Approved,Present,Native,Abundant,Breeder,Species of Concern,
SEKI-1030,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,"Spotted Bat, Spotted Bat",Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1031,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Approved,Present,Native,Rare,Resident,Species of Concern,
SEKI-1032,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Lasiurus blossevillii,"Red Bat, Western Red Bat, Western Red Bat",Approved,Present,Native,Uncommon,Resident,Species of Concern,
SEKI-1033,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,"Hoary Bat, Hoary Bat",Approved,Present,Native,Common,Resident,,
SEKI-1034,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Common,Breeder,Species of Concern,
SEKI-1035,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,Western Small-Footed Myotis,Approved,Present,Native,Rare,Resident,,
SEKI-1036,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,"Long-Eared Myotis, Long-Eared Myotis",Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1037,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1038,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1039,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1040,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Approved,Present,Native,Common,Breeder,Species of Concern,
SEKI-1041,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1042,Sequoia and Kings Canyon National Parks,Mammal,Chiroptera,Vespertilionidae,Plecotus townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Rare,Breeder,,
SEKI-1043,Sequoia and Kings Canyon National Parks,Mammal,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,Approved,Present,Not Native,Rare,Breeder,,
SEKI-1044,Sequoia and Kings Canyon National Parks,Mammal,Lagomorpha,Leporidae,Lepus americanus,Snowshoe Hare,Approved,Not Confirmed,Native,,,,
SEKI-1045,Sequoia and Kings Canyon National Parks,Mammal,Lagomorpha,Leporidae,Lepus californicus,Black-Tailed Hare,Approved,Not Present (Historical Report),Native,,,,
SEKI-1046,Sequoia and Kings Canyon National Parks,Mammal,Lagomorpha,Leporidae,Lepus townsendii,White-Tailed Hare,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1047,Sequoia and Kings Canyon National Parks,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,Desert Cottontail,Approved,Not Confirmed,Native,,,,
SEKI-1048,Sequoia and Kings Canyon National Parks,Mammal,Lagomorpha,Leporidae,Sylvilagus bachmani,Brush Rabbit,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
SEKI-1049,Sequoia and Kings Canyon National Parks,Mammal,Lagomorpha,Ochotonidae,Ochotona princeps,"American Pika, Pika",Approved,Present,Native,Common,Breeder,,
SEKI-1050,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Aplodontiidae,Aplodontia rufa,"Mountain Beaver, Sewellel",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1051,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver,Approved,Present,Not Native,Uncommon,Breeder,,
SEKI-1052,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Microtus californicus,"Amargosa Vole, California Vole",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1053,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Microtus longicaudus,"Coronation Island Vole, Long-Tailed Vole",Approved,Present,Native,Abundant,Breeder,,
SEKI-1054,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Microtus montanus,Montane Vole,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1055,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Neotoma cinerea,Bushy-Tailed Woodrat,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1056,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Neotoma macrotis simplex,Big-Earde Woodrat,Approved,Present,Native,Common,"Breeder, Resident",,
SEKI-1057,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,"Common Muskrat, Muskbeaver, Muskrat",Approved,Not Present (False Report),Not Native,,,,
SEKI-1058,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Peromyscus boylii,"Brush Deermouse, Brush Mouse",Approved,Present,Native,Common,Breeder,,
SEKI-1059,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Peromyscus californicus,"California Deermouse, California Mouse",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1060,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,"Deer Mouse, North American Deermouse",Approved,Present,Native,Common,Breeder,,
SEKI-1061,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pinyon Mouse,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1062,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Phenacomys intermedius,"Heather Vole, Western Heather Vole",Approved,Not Confirmed,Native,,,,
SEKI-1063,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Rare,Breeder,,
SEKI-1064,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Dipodidae,Zapus princeps,Western Jumping Mouse,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1065,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,"Common Porcupine, Porcupine",Approved,Present,Native,Rare,Breeder,,
SEKI-1066,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Common,Breeder,,
SEKI-1067,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Geomyidae,Thomomys monticola,Mountain Pocket Gopher,Approved,Present,Native,Common,Breeder,,
SEKI-1068,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Heteromyidae,Chaetodipus californicus,California Pocket Mouse,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1069,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Heteromyidae,Dipodomys heermanni,Heermann's Kangaroo Rat,Approved,Not Confirmed,Unknown,,,,
SEKI-1070,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Not Confirmed,Not Native,,,,
SEKI-1071,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Glaucomys sabrinus,Northern Flying Squirrel,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1072,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Marmota flaviventris,Yellow-Bellied Marmot,Approved,Present,Native,Common,Breeder,,
SEKI-1073,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Sciurus griseus,Western Gray Squirrel,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1074,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Spermophilus beecheyi,California Ground Squirrel,Approved,Present,Native,Common,Breeder,,
SEKI-1075,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Spermophilus beldingi,Belding's Ground Squirrel,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1076,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Spermophilus lateralis,Golden-Mantled Ground Squirrel,Approved,Present,Native,Common,Breeder,,
SEKI-1077,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Tamias alpinus,Alpine Chipmunk,Approved,Present,Native,Common,Breeder,,
SEKI-1078,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Tamias merriami,Merriam's Chipmunk,Approved,Present,Native,Rare,Breeder,,
SEKI-1079,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Tamias senex,"Allen's Chipmunk, Shadow Chipmunk",Approved,Not Confirmed,Not Native,,,,
SEKI-1080,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Tamias speciosus,Lodgepole Chipmunk,Approved,Present,Native,Common,Breeder,,
SEKI-1081,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Tamias umbrinus,Uinta Chipmunk,Approved,Not Confirmed,Native,,,,
SEKI-1082,Sequoia and Kings Canyon National Parks,Mammal,Rodentia,Sciuridae,Tamiasciurus douglasii,Douglas's Squirrel,Approved,Present,Native,Common,Breeder,,
SEKI-1083,Sequoia and Kings Canyon National Parks,Mammal,Soricomorpha,Soricidae,Sorex monticolus,"Dusky Shrew, Montane Shrew",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1084,Sequoia and Kings Canyon National Parks,Mammal,Soricomorpha,Soricidae,Sorex ornatus,"Ornate Shrew, Suisun Shrew",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1085,Sequoia and Kings Canyon National Parks,Mammal,Soricomorpha,Soricidae,Sorex palustris,"American Water Shrew, Northern Water Shrew, Water Shrew",Approved,Present,Native,Uncommon,Breeder,,
SEKI-1086,Sequoia and Kings Canyon National Parks,Mammal,Soricomorpha,Soricidae,Sorex trowbridgii,Trowbridge's Shrew,Approved,Present,Native,Uncommon,Breeder,,
SEKI-1087,Sequoia and Kings Canyon National Parks,Mammal,Soricomorpha,Soricidae,Sorex vagrans,"Vagrant Shrew, Wandering Shrew",Approved,Not Confirmed,Not Native,,,,
SEKI-1088,Sequoia and Kings Canyon National Parks,Mammal,Soricomorpha,Talpidae,Scapanus latimanus,Broad-Footed Mole,Approved,Present,Native,Uncommon,Breeder,,
SHEN-1000,Shenandoah National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer,Approved,Present,Native,Abundant,Breeder,,
SHEN-1001,Shenandoah National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Unknown,Uncommon,Breeder,Species of Concern,
SHEN-1002,Shenandoah National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Gray Fox,Approved,Present,Native,Uncommon,Breeder,,
SHEN-1003,Shenandoah National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Native,Uncommon,Breeder,,
SHEN-1004,Shenandoah National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Uncommon,Breeder,,
SHEN-1005,Shenandoah National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Not Present (Historical Report),Native,,,,
SHEN-1006,Shenandoah National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Common,Breeder,,
SHEN-1007,Shenandoah National Park,Mammal,Carnivora,Mephitidae,Spilogale putorius,Spotted Skunk,Approved,Present,Native,Uncommon,Breeder,,
SHEN-1008,Shenandoah National Park,Mammal,Carnivora,Mustelidae,Lontra canadensis,River Otter,Approved,Present,Native,Rare,,,
